"","tau","phi","kappa","psi"
"1",1.00135424146856,0.970112512773454,0.543177809549014,0.488282712532348
"2",1.4088536001354,0.925415519935385,0.411997662714776,0.265320617116258
"3",0.649600036660355,0.578505501531415,0.731125812640582,1.08535056749693
"4",0.785841333968606,0.877334191190173,0.651666075368525,1.90511244110023
"5",0.90405899143822,0.746637339275735,0.60761328496605,0.964957224303501
"6",0.837922823696023,0.694991720941053,0.676227656995354,0.950810973011866
"7",1.14894649713744,0.866005999219792,0.521272292859399,0.293537502525715
"8",0.842466896113718,0.73854713777191,0.673967919460636,0.554525563179618
"9",1.01984216704424,0.931841373633449,0.592063133182305,1.00259077803932
"10",1.09964065610699,0.782964949538648,0.627997071682343,1.30202891533114
"11",0.741653340984873,0.603434744002616,0.688903799922453,1.14034665565819
"12",0.65712595210413,0.669076163214223,0.732004097836815,1.2833575024606
"13",1.4809876327061,0.960322554137121,0.43645828283634,0.305589869406334
"14",0.962314746331248,0.831112023709638,0.629308649333109,0.807147313843242
"15",0.997100571084365,0.813781527157817,0.647418468499164,0.695556024404808
"16",1.37151891870367,0.720809407291094,0.420811267439327,0.282062423724087
"17",1.02096208419618,0.903202396688837,0.608526808206985,0.563604552612566
"18",1.11666981392127,0.966439510820046,0.52441660395176,0.397203099709479
"19",1.40985766991459,0.756697097695599,0.466770926658626,0.126881477312637
"20",1.50885480448407,1,0.500379203813221,0.503710578285657
"21",1.05712310720352,0.883488282034984,0.595900952903855,0.394762121621762
"22",1.47503076114993,0.944332136065615,0.34848464613519,0.404246252574424
"23",0.78413083345052,0.89990220524668,0.668303369944789,1.62987780653601
"24",1.22222408752346,0.954202828319579,0.494948724163858,0.264376094283959
"25",0.674003756058595,0.738632568007926,0.689685195184809,1.81608849570292
"26",1.08784282238041,0.837176492421779,0.55047817257008,0.625355723634167
"27",1.32671353943302,0.913847586711475,0.49897524945883,0.306113419813012
"28",1.10003781606925,1,0.508033177070997,0.833008700135757
"29",0.851152812416708,0.760276104004176,0.712059265082304,1.15978906136807
"30",0.861122713554714,0.766770576687312,0.640599869134093,1.60637254564848
"31",1.18189577456588,0.785512832100179,0.563553997575378,0.392034069341604
"32",1.08875944801787,0.87200419002661,0.598540026542084,0.460380557713653
"33",0.639944353259247,0.712791736424101,0.722727749887674,1.48694329685693
"34",1.53821852490712,0.93194596313744,0.457609829017237,0.101383811647191
"35",1.16593645910829,0.999983222755538,0.576946132399023,0.709274830261888
"36",0.982061943353562,0.940054729813063,0.59685470305683,0.993681182832791
"37",1.31015556787794,1,0.455010163112337,0.277549815578361
"38",0.918045973210749,0.909078709653538,0.575764337702981,0.613622641618057
"39",0.694996222475698,0.880232098965084,0.671551879737383,2.00137099524934
"40",1.08176433985132,0.753088534929449,0.518788105048344,0.26989964229151
"41",0.831491522260779,0.736817411292305,0.68312060889452,1.09133713466948
"42",0.831126199162267,0.679589984321013,0.663783900015264,0.567857947693762
"43",0.913001571202972,0.71808010284433,0.61049421023764,0.677407507868201
"44",0.961514455126133,0.840979760763808,0.530510519957943,0.401556425030732
"45",0.866907028690927,0.688440397714123,0.659234658533441,1.17974348224904
"46",1.01767118797179,0.752930137934384,0.613346813080626,0.979237406873127
"47",1.24040920095859,0.850134765386994,0.589811772169778,1.0408560333788
"48",1.02725358145612,0.764686655824656,0.580370269013021,0.764397189697328
"49",0.799640882601089,0.650177252266871,0.693858773889323,0.717020253333309
"50",0.927224817180416,0.783004433818747,0.686748372574184,1.45448725509284
"51",1.12168099167528,0.809328462196084,0.546978597869434,0.177564964418962
"52",0.832716312485447,0.781621869879529,0.672674405469557,1.88309996794364
"53",0.893822382348742,0.685619028594705,0.609343364358067,0.80195972587282
"54",0.91198058932934,0.643358573123602,0.682015136217106,1.13579803654872
"55",0.865427306564603,0.88927540932351,0.662469849233774,1.34368528434983
"56",1.33047782226797,0.846278382523282,0.496793561925881,0.192030583442552
"57",1.38066089208367,0.741201890200837,0.561973067232338,0.554865513983946
"58",0.715990339126303,0.631192855361095,0.738689657253174,1.98712793237334
"59",0.600575100468699,0.665480386127797,0.745519025225127,0.81902702815691
"60",1.28036239027226,0.827252159891623,0.563314328010825,0.55164161239285
"61",0.885930896038109,0.760716509262249,0.651208308646414,1.70086225271941
"62",0.822088739997791,0.495457738555356,0.708479170213549,1.09392307234607
"63",0.775319277857511,0.779590998473793,0.660543223354855,1.14405754937283
"64",0.840576243636664,0.776642690049142,0.716021539311938,1.5531285738776
"65",1.24648915983826,0.921107343303521,0.516114456584525,0.599563735480397
"66",0.948335086396759,0.688155663138214,0.655901637737025,0.719891866760183
"67",1.22877928180406,0.850109086944086,0.458210193208086,0.219779229380082
"68",1.00750353616512,0.837622591018034,0.571639652991022,0.567771249944917
"69",1.09125299560032,0.860736515371199,0.547573384908659,0.771971585042865
"70",0.904275590641959,0.78614942305065,0.59558336733365,0.391223864845447
"71",0.841094543951279,0.565619382403346,0.681885573392103,1.97121850669908
"72",0.328159546354534,0.415042016948834,0.879530269326529,4.59609975046844
"73",1.10487006557412,0.950379355611592,0.535768880010875,0.550179863827688
"74",0.960581794549057,0.835490100483376,0.630545463634978,1.12703881893392
"75",0.80899590965451,0.78572043932285,0.661791007669519,1.2065259677558
"76",0.807024485614439,0.979429630531096,0.605173930717006,0.550542959997465
"77",1.15186436568754,0.985934048509617,0.496562777234469,0.539676053770451
"78",1.15429256462543,0.70912218386952,0.573116655094147,0.143242105103246
"79",1.38155181560314,0.589541462785366,0.516263369886857,0.247081210802294
"80",0.706744847866457,0.723652015125945,0.7390159350567,2.09924746248843
"81",0.647118684163295,0.66240835187607,0.702610898822015,0.383835514761263
"82",0.992551498324848,0.800976094525173,0.638282981660041,0.561410125603999
"83",1.22136111016846,0.704736735683913,0.583437547691522,0.575243053911317
"84",1.22417443960278,0.792757772316061,0.540475060209166,0.521269065380351
"85",0.971332826542723,0.838655421842709,0.625834812579845,0.945562520038245
"86",0.779726946716469,0.68605231455935,0.684576477865506,1.78551627425997
"87",1.00483293520858,0.947466872875196,0.572047301870281,1.01757894177256
"88",0.762992903015594,0.727930718488979,0.7074413715431,1.10661792026897
"89",0.993191678994333,0.69004147966678,0.58822898880832,0.219022107684626
"90",1.08568014796725,0.796263824899962,0.54459725336944,0.361029684426449
"91",0.908401190569988,0.640817381696517,0.628921082283502,0.751520547361716
"92",1.05928489778284,0.976998721910389,0.623833488003254,0.787707416963215
"93",1.0063102958882,0.91942000994214,0.611162945947373,1.09390872057922
"94",1.14863807226906,0.992205582267034,0.465252294101927,0.474931195327544
"95",1.05920142453509,0.976668540984495,0.558666073110377,1.03496297316139
