"","log_tau","logit_phi","logit_kappa","log_psi"
"1",0.118493161794295,0.336354722486907,0.179857623018854,0.314813389365043
"2",0.113098774917025,0.384368631584347,0.196108962790795,0.33499368992434
"3",0.121743380398615,0.320771621533113,0.170629810473218,0.331010282198066
"4",0.120123917653064,0.330277220692095,0.177797471074752,0.328873979175918
"5",0.120315845112131,0.365839852301727,0.176799598666698,0.335582335760818
"6",0.113110122355672,0.348567826856633,0.177764018438392,0.31320188331211
"7",0.112803955331304,0.559607325562378,0.200074612432188,0.37835314874459
"8",0.145047048790418,0.330007818777486,0.235072950639195,0.410099154887893
"9",0.106358395882818,0.404335106949901,0.158583729894622,0.298686144227221
"10",0.126632392726893,0.30766803359989,0.170353542115908,0.26490640638319
"11",0.136131180451937,0.31053842625857,0.195865547046794,0.405588767263928
"12",0.121298735223147,0.333658893899499,0.171365724188879,0.311717004279395
"13",0.114058648680454,0.475232983252966,0.189324721068329,0.335172711281776
"14",0.113844552649391,0.428835678055276,0.17477969212851,0.335200696376001
"15",0.139893523581581,0.280173026787587,0.199674695357341,0.363299126059618
"16",0.130804334124887,0.448902546169992,0.219770283801547,0.358014540516803
"17",0.110503939094737,0.525046600148423,0.172860636017692,0.316588500969585
"18",0.114417560528828,0.404131111462475,0.176656967475014,0.304955035712159
"19",0.0747592743424587,NA,0.126201070635683,0.34436396965464
"20",0.109092227652591,0.359102651188611,0.157604291475794,0.283009994695866
"21",0.133672215590619,0.348481971965747,0.197089047413148,0.482742910526865
"22",0.127367677711073,0.381289885960597,0.192854198472166,0.332814061153935
"23",0.108022054240323,0.334669671719918,0.154227353302873,0.290984686373103
"24",0.131131079050204,0.619474602271621,0.225859353727096,0.434597157913304
"25",0.148869582479296,0.467402581666786,0.234781370504876,0.424176807865678
"26",0.126952363264375,0.592967855475244,0.201538259326144,0.373982393059874
"27",0.118098636638187,0.667947993664391,0.203600967484645,0.364902536745336
"28",0.137048625499115,0.323130954757338,0.182794046114883,0.370361042797773
"29",0.147335119028971,0.312348091705366,0.226784172672237,0.437687972567113
"30",0.121848393727623,0.336074030910548,0.190321929249737,0.335251543148668
"31",0.119270603830577,0.42171107773051,0.186044609371345,0.354722602501608
"32",0.127024020377687,0.372958855768572,0.19160424922315,0.335175218856601
"33",0.116476387609144,0.302397310538744,0.166398555435301,0.313043148087885
"34",0.104946426060374,0.526317998037582,0.159870341315873,0.30272020052376
"35",0.120378158971109,0.621987454870927,0.206396061347737,0.386590197166121
"36",0.115010248203487,0.335113086437082,0.165999411291923,0.312066978633558
"37",0.110025024734953,0.548002437917538,0.175158284489688,0.334433379537187
"38",0.103367317879849,0.530060470831336,0.1611860072157,0.373776206053852
"39",0.114776154335569,0.405777867236838,0.160180771493564,0.289589321116854
"40",0.134547893239861,0.349588537771198,0.194071320566562,0.381829980382862
"41",0.114575135271258,0.578549955559203,0.191112305578537,0.310447596441187
"42",0.095871081089516,0.57397681108462,0.160718082949893,0.324424614483222
