"","log_tau","logit_phi","logit_kappa","log_psi"
"317",-0.0873651918370388,1.3781168739968,0.596787635855322,-0.166048094178678
"318",0.188293346193174,1.58305861376453,0.0965377446672665,-0.568451447429752
"319",0.0462812506290189,1.43001120954409,0.26524673478324,-0.661404783789582
"320",0.135005066350929,1.47308952584437,0.299756540075864,-0.560302412095401
"321",0.183131108386931,1.87475489852015,0.237820883406286,-0.992386189383254
"322",0.250255450370869,9.8209707976018,0.0632199652352967,-0.728569297632976
"323",0.0672540419894516,1.49539695528544,0.382326340986445,-0.4291464286596
"324",-0.0641761715453365,1.44460688964161,0.501740619461142,-0.150837061864299
"325",0.0630487934991581,1.25133318650075,0.253665067004835,-0.938350834676086
"326",0.0669846763917658,1.43636565775998,0.296564231460839,-0.861928817212759
"327",-0.178575807263514,1.37558220349054,0.518880737281414,-0.396776917293686
"328",0.146037300952373,1.57485614590247,0.192976341784151,-1.01983854236416
"329",0.0322084057947182,1.50324843742129,0.35289183206204,-0.399911096274735
"330",0.0500097277879151,1.52654947731824,0.429439768416107,-0.730162981329448
"331",0.0341843481145476,1.40206207945901,0.385810146376535,-0.491985659976462
"332",0.168142265736179,2.16823614748235,0.0822792153477386,-0.710689571430066
"333",0.23949073763986,2.05256470042189,-0.0134392971201763,-0.522902739480773
"334",-0.208253468990847,0.93051072197508,0.739695097569868,0.0877960281758272
"335",-0.279179449857571,0.943006093465366,0.70344318353311,0.185797278214975
"336",0.127645235788558,1.57276444141044,0.23281205119077,-0.763855943366559
"337",0.00266290963993934,1.43182548495434,0.405142809861609,-0.661637093957937
"338",-0.0972513356462834,1.08736781618963,0.559105750825319,-0.239618079948513
"339",0.0561334683777055,1.63648832449333,0.300506035002302,-0.638883160980037
"340",-0.156707208587894,1.26710180908037,0.517516655376941,-0.18468196177588
"341",0.0991243213914585,1.65795786037112,0.350307391375677,-0.0902046283216706
"342",-0.0828779866171644,1.5736374122847,0.459741045347164,-0.24428097371322
"343",-0.0498863922111544,1.2374529802389,0.542875326943242,-0.266398642715917
"344",0.0924878355757388,2.06036443071038,0.207860877506311,-0.419880343644896
"345",-0.0261987683451308,1.48618682483347,0.366241262579305,-0.117291048741251
"346",0.0377056018239246,1.84589125091784,0.370845315734383,-0.298162048440638
"347",0.0463010230879804,1.32561763345139,0.378692752921323,-0.2524823550354
"348",0.0420850122171688,1.35915561262346,0.370309626826613,-0.457380667122914
"349",-0.0548346010556132,1.14895219090026,0.620632117399382,0.0766713330215184
"350",-0.0538282461514387,1.25983839557571,0.494567711549359,-0.469296723388933
"351",0.0930286278911475,1.66720888288708,0.316074939644044,-0.648547973679297
"352",0.0169170748872297,1.50923870397897,0.392108263135148,-0.179513970549182
"353",-0.0621155847271565,1.06352117176974,0.541824051340837,-0.136428630239837
"354",0.0951660977735794,1.031377636886,0.361206536721545,-0.645979174136918
"355",-0.0928540286005433,1.134531049907,0.487253896931557,0.0548687199158441
"356",-0.0236580151570738,1.45233001732943,0.548398860139666,-0.211796341097069
"357",0.128001235345468,1.65335776664288,0.270670489783043,-0.606510225541574
"358",0.0794390106909779,1.85540357600466,0.286249382247761,-0.373762799189365
"359",0.204663502917738,8.4502033194713,0.129220771345113,-0.620800267388356
"360",0.265647346485795,2.15907046106863,0.0594639037067271,-0.619711440172991
"361",0.0143577546093599,1.12314768053118,0.446747735351138,-0.413717028835203
"362",0.042830473813615,1.14262711218568,0.358946168144107,-0.331445060766389
"363",-0.000349046916597722,1.23224953827125,0.422047940119193,-0.39289284767669
"364",0.0721977435597465,1.44008076261315,0.365756102897872,-0.504819399034175
"365",0.187864741341799,1.83159394113861,0.0527387250777142,-0.949426182928571
"366",-0.197061893287714,1.09992941729159,0.616184905019044,0.171908621908664
"367",0.0744211820427501,1.78967985605051,0.130154576887081,-1.0315271073969
"368",0.173632385253224,2.03951087804974,0.230581352828427,-0.534543981145355
"369",0.038767384400307,1.79679208525203,0.427398186763557,-0.437346328150223
"370",0.000733699831022066,1.35793002406659,0.392901361424499,-0.342382919292108
"371",0.0218180024479523,1.89239247587788,0.35608078784121,-0.00855345583456133
"372",0.0198096533290478,1.09218551453217,0.379286436855781,-0.312149659654735
"373",0.0901753067686815,1.50831500680959,0.41407304037581,-0.626880700099787
"374",0.0571400726230454,1.39914084285889,0.324814897623068,-0.372273625800739
"375",0.0542938210611727,1.6036463626883,0.351647557241529,-0.273719152391605
"376",-0.0308669123080048,1.13532394444734,0.394567731355252,-0.739803924397514
"377",0.106607411779599,1.15459270427999,0.218552792445907,-0.937221436175327
"378",0.0311692125811944,1.83872916134828,0.31834804303484,-0.516388128809419
"379",0.120428574098563,1.54402932820211,0.200912694082036,-0.838986275019813
"380",-0.0466320101952648,1.37612051580663,0.411796231672551,-0.764229256635284
"381",0.0423576108463275,1.29186783477672,0.353337007786398,-0.219803503247343
"382",-0.119945073179158,1.10453294577623,0.605930572280203,-0.392199157089414
"383",0.206615454053063,1.76283565848791,0.101312013217411,-0.810503087368367
"384",0.00801180383036832,1.11117639707889,0.369499090992799,-0.450247097733215
"385",0.0200601258441849,1.135737376647,0.465699461472747,-0.398362973824984
"386",0.0527257113090768,1.57996159336552,0.369934263148566,-0.200132932212596
"387",0.0123865953582483,1.53021036003749,0.361846114152061,-0.776182641508844
"388",0.155065736038351,9.6062973170923,0.134533584785487,-0.642665782035135
"389",-0.0664053648603803,1.40266579922153,0.499730317746224,-0.137332438087651
"390",-0.132745723439073,1.04724596820946,0.490465314693588,-0.473388110496824
"391",-0.037872494591498,1.39891287314321,0.426967770582772,-0.296060975569255
"392",-0.0143942683071299,1.63312149779932,0.419909585783671,-0.233069056174005
"393",-0.0852300471858569,0.996228097458522,0.397221648611294,-0.452352960107242
"394",-0.0529217205614304,1.31523106324964,0.465756883050303,-0.583108171131157
"395",0.00621353195514326,1.42336733825985,0.436622898503361,-0.52244159435376
"396",-0.0569573102569024,1.33496046070922,0.484779458320766,-0.229813378056533
"397",-0.0165310449240152,1.48266502333751,0.494844535211929,-0.384732746542321
"398",0.168182383024483,1.80490144501578,0.197165142769162,-0.849550895547744
"399",0.044277660107222,1.24705571052461,0.403609007069186,-0.0118050356877635
"400",0.0778411371257185,1.26523583455511,0.251350189600062,-0.399554496037833
"401",-0.0937260658655136,1.40428230056233,0.518735228850491,-0.150145423767568
