"","tau","beta","kappa","psi"
"1",1.13673228666366,0.291682390728117,0.382210713769747,0.472104410480378
"2",1.30969769507945,0.41171835272213,0.377520106901401,0.29001107229196
"3",0.592796566160847,0.619551486582516,0.676773955201283,1.825549187712
"4",0.928813863093547,0.495544692563236,0.548242284487575,0.399377191006106
"5",0.89675712526652,0.486634419101569,0.521984474804627,0.427564985833582
"6",0.417727406165442,0.668171493322512,0.791136296917279,2.19830377668516
"7",0.949050452197871,0.557827769741388,0.533406857326514,0.38191926958793
"8",0.79330102122682,0.517516294261541,0.570724555613193,0.804678395374439
"9",0.381636041639775,0.736136032730759,0.810508420238444,2.02223908197359
"10",1.22642037515318,0.400146707572831,0.395852031944247,0.44238813980238
"11",0.761082258146006,0.549553199748822,0.621728499927433,0.585853664173111
"12",0.388591157114605,0.753211059376431,0.797397728303126,4.45061576363402
"13",1.12338423868876,0.560558276841682,0.489834587334804,0.491874492804673
"14",0.643373601652977,0.59609234289521,0.691279461778802,1.60688277415154
"15",1.01951340673699,0.429498689886337,0.544860086278131,0.602701971413332
"16",0.98197030159471,0.491305967925632,0.51722207394557,0.385791862044131
"17",0.54857716296159,0.81643421053776,0.727618091876072,1.53067896835794
"18",0.772112614941098,0.512470639285923,0.590608369596449,0.642928064120249
"19",1.56726648375261,0.0695525984523591,0.222586069567158,0.176112235463542
"20",1.45264385676681,0.220370995250344,0.370604914745749,0.30800116217037
"21",1.32883307820668,0.478617158514965,0.379629748736379,0.154595099269472
"22",0.667392875937469,0.705792425746727,0.642340366592997,1.63651598526328
"23",0.52458148245064,0.661159014320114,0.753486145464925,1.54184994387254
"24",1.18777079174522,0.451736967509432,0.406707896231161,0.330624007437838
"25",0.491856805181845,0.811530512491887,0.734705067323708,1.12969933167674
"26",1.2569468376949,0.325903911491642,0.384453066750784,0.167064671660501
"27",1.05767742599828,0.56409031962609,0.52011006079933,0.364507930047945
"28",1.15891162889832,0.367772404378436,0.372883317695716,0.368143234875443
"29",0.530414576702084,0.640785241008342,0.751212675092831,1.08569920909343
"30",1.07991569994736,0.376822344062952,0.408589430477898,0.438485750993187
"31",1.1174289407306,0.465030370157472,0.4373469583431,0.504354136286683
"32",1.53253458285388,0.187977137688556,0.320685025330726,0.240266916082118
"33",1.01802475147002,0.334976305220113,0.471978863345424,0.570664213892403
"34",1.03192497984423,0.462840000441038,0.461417025133492,0.22163405996285
"35",1.35281168653793,0.356047247003938,0.34393225677113,0.348968542693402
"36",0.757298460862479,0.513583480725158,0.636263947712546,0.788664601218625
"37",0.538246759426586,0.821828931952761,0.71937082407373,0.914949858729671
"38",1.0276916176409,0.297195291693006,0.502087394553828,0.271616577019059
"39",0.724837617683082,0.562059125299012,0.595514722275066,1.19775709415706
"40",1.10653326533608,0.218187003818103,0.429033402819358,0.414046629267109
"41",0.983788926156564,0.523400066923211,0.510552773056436,0.579283827265062
"42",1.17724330235427,0.321371748363006,0.382348739583276,0.416742767064606
"43",0.831221627075338,0.451784676461074,0.54528357380999,0.691039076721976
"44",0.709725215944607,0.636706571404222,0.607018152854592,1.42204036037283
"45",0.347744845097293,0.69834204164651,0.834249358866876,5.19696821405475
"46",1.27550665399646,0.192842737540285,0.390875523401882,0.377580838129147
"47",1.63891187802856,0.291170851775933,0.253002790324267,0.227396740030959
"48",0.583829314327261,0.615131991577185,0.684757389672105,1.69839711917731
"49",1.17815551222448,0.282868802463702,0.407366442543019,0.435261531714849
"50",0.89467001227327,0.613197361237899,0.578383594593181,0.396181695336386
"51",0.791332609576551,0.661864993934871,0.593771760997663,0.515872405591787
"52",0.990829326999715,0.460047542067354,0.554483216277107,0.588127035990669
"53",1.04300229538027,0.468410505047643,0.466767742648125,0.619740685585389
"54",0.807078223138103,0.705828622024097,0.617498472446397,0.261120146311672
"55",1.21819386492047,0.246619726132756,0.420459626583981,0.566185251016707
"56",1.69045537196751,0.317608727785105,0.176191339197122,0.12311707317692
"57",1.4571894270083,0.195501749099161,0.369182066230173,0.252126421705197
"58",1.1995217226312,0.457669712862786,0.408519860635503,0.33652169654333
"59",1.14600527700326,0.389496268374849,0.435465380786572,0.1813619431906
"60",1.01091511957325,0.458113112299386,0.505423131324242,0.373211898462579
"61",0.872945272044234,0.618428787594952,0.576651177476123,0.755554129873371
"62",1.40801839223962,0.319092913764108,0.338958501295951,0.225090996461368
"63",1.3194269138031,0.172244196128586,0.370502426620659,0.237489552849235
"64",0.967168037097642,0.493600225059088,0.53988199947781,0.447678352331953
"65",0.735697088186512,0.639824912864592,0.662833598447978,0.775032075633746
"66",0.566996427609517,0.82698303688862,0.711010995102183,1.01035905412482
"67",1.37845310840441,0.227929455781301,0.282055672706037,0.33727754771763
"68",1.0319824176814,0.451422016835542,0.513674638227425,0.495720993253129
"69",0.628486296309266,0.712737840142528,0.678029561316975,0.479362234375425
"70",1.13902535821781,0.389243649697148,0.380964479229451,0.143411162652577
"71",0.903530296927546,0.573572025399642,0.552707773798244,1.32325208265729
"72",0.441153283114866,0.755413811639014,0.795573084747514,2.01499431221367
"73",0.580062991875284,0.635872109158648,0.710258245816542,1.49049508448446
"74",1.11031001607346,0.413848178192895,0.503439169913479,0.512395293618754
"75",1.06876560005621,0.477131815074913,0.465617199971893,0.512291609442249
"76",0.838020851111564,0.664046970379108,0.542565037602858,0.632790667688106
"77",1.15382507807523,0.250717690834202,0.36880466188445,0.36080559078059
