"","tau","beta","kappa","mean_E1"
"1",0.155685989862702,0.0277504085245008,0.0267230022628211,6.31411848428888
"2",0.139291171068277,0.029047409599736,0.0265547544508087,7.09365277880556
"3",0.127803210840219,0.0269774389137407,0.0231640841601809,5.93347018811954
"4",0.109840692460287,0.0249712883346415,0.0226447790715343,10.70521499762
"5",0.139011747656102,0.0277324241321146,0.0249521547635928,8.60651723603626
"6",0.138078797767303,0.0266402045073532,0.0226659860114542,21.7426951663503
"7",0.142263511845287,0.0288995210187002,0.0254074140917918,38.7016108167591
"8",0.142415012895489,0.0306850072939868,0.0267010485642686,8.70678918297759
"9",0.132622147740096,0.0268659550186381,0.0249147428357484,3.34595652947013
"10",0.165465077244415,0.0301102095052455,0.027212388611393,1.70652865046069
"11",0.124811523599965,0.0292855800623033,0.0265123567159404,4.39585743618445
"12",0.0731237588012964,0.0248157206135679,0.0204515208411702,11.0213255872393
"13",0.118348920681483,0.0286986366899792,0.0253905633471188,11.0451695924428
"14",0.0978775093655466,0.0261177841846874,0.0208904555316986,7.91565521082464
"15",0.102107004506755,0.0256706394461326,0.0212427018678004,14.1590680596337
"16",0.166946855646077,0.032247055730475,0.0283154077196411,9.79996202770966
"17",0.151293463560094,0.0314215995314403,0.0259805816360708,9.95287351278304
"18",0.133804097803325,0.0330098723859121,0.028232689063044,15.1805142812665
"19",0.153398834615964,0.0272644380294627,0.0246839066781948,3.97275036872305
"20",0.130735525115864,0.0305826517316748,0.0249607523755184,26.8468214587971
"21",0.103763017739447,0.0245856899781086,0.0229764049185091,14.4505325796374
"22",0.103654012920314,0.0267441883901818,0.0225918180670866,13.1385509902916
"23",0.129931283814861,0.0325519962414438,0.0268278881605161,10.065789811235
"24",0.131051479761736,0.0258299559536687,0.0243112473571356,3.40812529541679
"25",0.116576966646451,0.0271639889723067,0.0231728049089349,4.7827129225771
"26",0.202155053523044,0.0310679933261994,0.0289271565556164,1.26692835207013e-05
"27",0.119436623026114,0.0237134839438386,0.0210517253117291,26.9369425073523
"28",0.155140326473744,0.0294363873051633,0.0275967317733029,0.00127207131260363
"29",0.1342436804845,0.028980833886233,0.0255778247777787,1.42673942962708
"30",0.136851659792502,0.0296112797709031,0.0257800205253075,3.49548979085794
"31",0.154918568261077,0.0292211708931973,0.0262904373107356,10.7548464599993
"32",0.113653855588802,0.0228763968097566,0.0219985063959016,10.1554643261411
"33",0.105408813906943,0.0256681648526612,0.0212138446657236,10.1913793714943
"34",0.173466051722318,0.0273605309096744,0.025790548834159,26.4385284721303
"35",0.223495765212052,0.0295686727636786,0.0285147552258835,12.5005296297758
"36",0.177127946154731,0.0266202998207635,0.0251359237260909,12.8011378495835
"37",0.153758795796111,0.0294417385273558,0.0256557220115101,4.34856362629568
"38",0.133848583780931,0.0276905125807891,0.0246091708283687,6.58884794739233
"39",0.0811665455523277,0.0230459741487892,0.0201080955601684,4.79749514480422
"40",0.118389854128457,0.0289881648831419,0.0259157095836004,16.3614935158983
"41",0.156814439561174,0.0263614042190871,0.0249765725112609,12.9969605680277
"42",0.159930356731012,0.0311386647990159,0.028545078567808,31.9285392715
"43",0.127085158677158,0.0260913547958363,0.0241899502433346,9.60805654897212
"44",0.10973430580193,0.0290116629560837,0.0233124514871535,15.7272053393355
"45",0.151642994918574,0.0281767033471016,0.0257421405079622,8.77741839002684
"46",0.16358669759505,0.0318538644437771,0.0285705134323917,4.50969164497068
"47",0.149237164570894,0.0309530276147023,0.0261504263842322,24.0669222140158
"48",0.150683192077657,0.0306451630820283,0.0274302784324903,8.80401806046381
"49",0.0871355643019689,0.0220256987922822,0.0202741178944129,9.83464024203242
"50",0.154486582547173,0.0283222871394329,0.0259909485301603,9.18686887519319
"51",0.101361123887209,0.029950745549162,0.0252900065817096,12.1767454280456
