"","tau","beta","kappa","psi","mean_E1"
"1",1.29202109760267,0.11660851424996,0.7656553436924,0.642796536328054,3.4620028001842
"2",0.945745598919305,0.130984609231382,0.788316288633056,0.99999832645999,1.91689011876802
"3",0.932927023714854,0.105224491809668,0.815908576247675,0.999991068856384,6.46476886444483
"4",0.857206321260428,0.148557316963903,0.81077827049958,0.881917688568035,2.52679862565064
"5",0.851987225155357,0.137329929740781,0.826487793969875,0.941110009531849,3.31254288390244
"6",1.02973469565696,0.0895988526293789,0.783151666361635,0.665205962012583,4.56493659982609
"7",1.0988668882561,0.0939007793016803,0.794587111993816,0.999903560578394,5.98979014700655
"8",0.969790647343859,0.0998303493623318,0.793350372112797,0.968551165172344,0.00109810967397363
"9",1.1684898010307,0.108832906487207,0.785649850439278,0.666106545198656,0.000126012414724974
"10",1.17186929191289,0.083097217178411,0.794908538422325,0.926450256838473,4.14426530421915
"11",1.09500831989047,0.0724968224650997,0.774645927019005,0.724923026632069,1.0454682221643
"12",0.833336302620406,0.0981772384726443,0.828899125560791,0.999999943125553,4.71782155213136
"13",0.971440747314916,0.0832671861712888,0.811215936051284,0.999978067132209,4.50036168106487
"14",0.883303455256857,0.0976743597211311,0.813045761279204,0.923195514647819,4.78351132106635
"15",1.09674406258964,0.103043292463792,0.800900682249906,0.807057597963545,5.31099020167593
"16",1.03881972596038,0.0763746956367948,0.807517455334754,0.601432994132076,1.19437700282547
"17",0.946118496515229,0.0813218846305799,0.816835925032494,0.852714862482711,6.66231752535538
"18",1.16456894934471,0.081500989218791,0.767451997875221,0.77977556117146,8.74585926812363
"19",1.04309375804259,0.0508377085114559,0.783164187827409,0.981623008531453,2.30814652045277
"20",1.07144749319131,0.0992474287029054,0.79389195103211,0.866771664586422,4.48026642258648
"21",1.09588888519108,0.126817065063472,0.788319368372322,0.893635748354522,3.75925871107425
"22",1.01806135652615,0.150896101998958,0.781506888060301,0.864610599653749,4.75104353546483
"23",0.986073566075711,0.114748040432481,0.808004120218588,0.965879902110521,3.23342853179125e-05
"24",1.00286238175754,0.114788589997252,0.794396677565638,0.999961884746217,3.86261177538646
"25",1.17579782198227,0.120976021593646,0.769370823432936,0.746694704001263,2.5561732968148
"26",1.29749976135038,0.0426733538057517,0.753008800283076,0.690403019513404,1.07143538956621
"27",0.97195069509993,0.100880142543631,0.795870354019241,0.978261386872802,3.44373146795749
"28",0.889447094425957,0.0724547539895036,0.786904657149365,0.88309157466814,7.68079353519587e-05
"29",1.08237854006885,0.10251753685362,0.799321618373297,0.842903187578477,1.57259460464452e-05
"30",1.24548444643235,0.0816527345947119,0.780107177547738,0.762679673017257,3.36202231760934
"31",1.21584476747623,0.0669826602492934,0.763597806558522,0.831319303940931,6.25203219538703
"32",1.10882982782295,0.0814533556155297,0.770603532672069,0.750436719831475,4.19494032776385
"33",0.805674555409967,0.112940064735936,0.829407967393733,0.93789636383494,1.63187397781628
"34",1.1435380431642,0.0944306421284969,0.755135272158586,0.564551177389922,14.1892265521142
"35",0.753717539372841,0.125909402715745,0.82804718468487,0.999996521890146,2.83496909021806
"36",0.885622601386151,0.115049954159175,0.839786401748475,0.999999913445525,5.34163466159072
"37",0.933404400808564,0.0966994482755897,0.829059953081339,0.77214355385626,4.22073777995603
"38",0.870832384176564,0.0665464219510233,0.811333090825755,0.778628887723622,1.61695972801595
"39",0.842797960782723,0.133255829894808,0.836807276050769,0.99990311504338,1.05369317701818
"40",1.15203566056311,0.159027781741324,0.78956890459063,0.17235979826717,6.84703802834176
"41",1.0844949649872,0.050093316382063,0.76713727673904,0.841106845232132,6.28379682590543
"42",1.02847975733981,0.0825462072029627,0.779702603127617,0.956263719774002,7.15895074867876
"43",1.08506363750747,0.095840076238438,0.773261394116686,0.999985086600663,5.47717677941235
"44",0.945252005957146,0.0587568611859601,0.794843640834518,0.912343531627875,3.39549344239711
"45",1.00570395363103,0.103166586946875,0.785760314244789,0.999996742255331,2.11200681028267
"46",1.1804859365255,0.0507066683156652,0.778575558978905,0.902104026964098,0.912727410424461
"47",1.01161874266207,0.0875474399830436,0.81125258489718,0.908971041580155,7.27334322117346
"48",0.95918288543183,0.114191283441899,0.814717552321079,0.876257508415643,7.63423579768285
"49",1.13202599974633,0.0899935036826348,0.789160902305334,0.984735223558256,3.23613442857659
"50",0.957359304930752,0.0939169502131599,0.824374803769756,0.999997841596555,6.65704619157803
"51",1.09681659645226,0.116146257896594,0.790409078748536,0.737289739652056,2.6432522914879
"52",0.825579441446347,0.126144523288385,0.826133042306554,0.999998798843925,5.71057040687771
"53",0.988762867369064,0.0792285631430329,0.793624356747659,0.943038944833212,4.21208060275193
"54",0.901474327456036,0.137960114152687,0.811186609221138,0.999999608579322,10.8751506872965
"55",0.949765940635106,0.0957093031574215,0.808970544562899,0.756257368713031,2.71658946362666
"56",1.11243336801097,0.0385799272387544,0.766797328348439,0.696559382814696,3.15763955114141
"57",1.24029158587993,0.0693704761058658,0.753633517132754,0.519924724210003,1.17571580127227
