"","tau","beta","kappa","psi","mean_E1"
"1",0.245338244714357,0.0327808729905597,0.0332120053619921,0.213575862687811,8.73163103451793
"2",0.0980335979508129,0.0277735827643867,0.0205537114966672,0.000714209949838393,4.12552816957996
"3",0.0884311022136215,0.0225655977466283,0.0160231279736164,0.000695119996078587,19.2476517325905
"4",0.0809155096718036,0.0265486557044822,0.0184629709468532,0.103272700443913,5.35627552268524
"5",0.0931394508792301,0.0271144462684224,0.0204489810079996,0.136510881009431,7.63309605836872
"6",0.132743169215075,0.0309442039479473,0.0257535700496702,0.182765425974726,11.9426451952291
"7",0.125314295543642,0.0283148008661469,0.0191534042912388,0.00286928878402699,17.440183875981
"8",0.100359509769899,0.0256245912904788,0.0195305595551464,0.110631911607455,3.87012169803998e-05
"9",0.175694089118263,0.0337558804956916,0.026610397819359,0.189274027646154,1.62512170829357e-06
"10",0.164457442151227,0.0293744459844976,0.0229678453745915,0.120158627743874,10.712033893785
"11",0.140579468826051,0.0290197713153927,0.0249061013561148,0.12758826261469,2.12606280747017
"12",0.0698259639153641,0.020021708021165,0.0144721318166216,4.9641468570968e-05,12.2878022205155
"13",0.0975170339212972,0.0223418356650723,0.0171632932118294,0.00251956030852561,11.6899657722039
"14",0.0790550852903171,0.0207475020807292,0.0163426361874005,0.0498185318616557,12.7150670324056
"15",0.133070493042908,0.0268669974256241,0.0205638091629177,0.112028087321408,14.8874825220464
"16",0.118220459837328,0.024205074629461,0.0198443268016798,0.128461108981366,2.06096163595086
"17",0.0984030344638511,0.0225042472908695,0.0181598238483145,0.104868810289085,19.9368994399613
"18",0.157428697362367,0.032296077810969,0.0252669222194111,0.163431541952968,30.1905177256688
"19",0.103034832920703,0.019994075612666,0.0177305712590843,0.0682645530557974,4.74894814718247
"20",0.130581853251997,0.0303431077171255,0.0215924177805669,0.107156627222093,11.8169829230444
"21",0.167924035058047,0.032649295857323,0.028253332400865,0.200232320499446,9.68585481880227
"22",0.132934228919619,0.0357661008551526,0.0261561903879266,0.153579842410746,12.9966343227057
"23",0.12137689904077,0.0333315106222961,0.022462581696997,0.12842858384767,1.95995188272641e-07
"24",0.105253435425859,0.0270774815098967,0.0189779012734903,0.00215100939141675,9.81761526732661
"25",0.228454769072155,0.0352181904183944,0.0372101304890751,0.262521757181948,5.85800968248908
"26",0.170186804787604,0.0295932651094609,0.0233334414320288,0.109777218903015,2.1701439857922
"27",0.11456563242082,0.029854673170959,0.0224906964289597,0.107235741538556,8.21788557931483
"28",0.0884098678971934,0.0279371526333902,0.0217398672697654,0.0654840272698173,6.7593472382126e-07
"29",0.127015491281915,0.0279983328690567,0.0202535438376184,0.0955030521065575,8.61137178842353e-08
"30",0.19356677396787,0.0330038164299121,0.0258894212950534,0.162787012224138,8.21225080751189
"31",0.15589240150335,0.0289869792263329,0.0226536988030308,0.0874814348313092,18.7019071288935
"32",0.159755486777397,0.0313747808127083,0.0281128578816441,0.149613621936868,11.4178443073548
"33",0.0699319091334145,0.0220033176985741,0.0160187465388723,0.0547798322289308,2.37553640926275
"34",0.186031940993067,0.0348087844625467,0.0329947474736678,0.212657492559398,59.158175413281
"35",0.0593046012035888,0.0206696971844924,0.0150322788387612,0.000643095066311673,5.87914276048191
"36",0.0897444254477257,0.0233480079871924,0.0165110220282405,7.72378421107965e-05,15.4316221946236
