"","log_tau","logit_phi","logit_kappa","logit_psi"
"1",0.187923039767879,2.92728795031622,1.08974537860326,1.26966550024131
"2",0.235993859961779,2.25688675840555,1.13059888857671,-0.211910543151792
"3",0.43413479047429,4.22456327000681,0.869066899791299,3.56872636406757
"4",0.112994483741145,2.38772690958147,1.40015624128887,6.98752704335532
"5",-0.14578252856137,2.19372048342552,1.55484991606526,11.3620339443399
"6",0.0790019119342844,2.51736054463834,1.46358748291936,2.57947576593342
"7",-0.1985801679505,2.13061019126677,1.43019466410517,4.10401656801033
"8",0.424306833632605,3.59218566971362,0.727976029733617,-0.561561879746071
"9",0.174668794400743,2.26615793545043,1.06496057926025,1.23448762774775
"10",-0.0655767883291769,1.3907301523893,1.38380598961034,7.99696869740281
"11",-0.151890546249685,1.95469097303614,1.2165736761844,1.63602520994984
"12",0.0251853549276249,1.79651144043119,1.30776122133931,1.39686038853136
"13",0.328893834585755,2.94472113576495,0.93066336881473,0.519397240338885
"14",0.0538274989489341,2.75685698711336,1.3368464153866,9.8077780256231
"15",-0.149142626901154,1.58004879362874,1.52685299276173,-0.513720853834843
"16",-0.0755443763147265,2.68706679496879,1.11872495770171,0.594576247937927
"17",0.211837478766729,2.48611329748813,1.22018172999491,2.60320791780006
"18",0.0963023382652906,2.10507471682116,1.29484703106355,-0.76293677079765
"19",0.208335913511459,1.86998819505851,1.10144143303147,-0.835184725072377
"20",0.23680992073401,1.52136407376616,1.12096937257371,-2.94355700325116
"21",-0.114385170733875,1.40528289090144,1.56989116294538,1.14986135090779
"22",0.0134745705551864,2.72246680902893,1.26129827401592,1.67371953612512
"23",-0.270569252009329,1.80242796297745,1.57437518200651,13.8782837086473
"24",0.262575280197975,2.89929296299411,1.073555390781,13.8186000366001
"25",NA,NA,NA,NA
"26",0.0926815949885483,1.94080708965368,1.32279055082047,9.55313829396346
"27",-0.182387037137458,1.08826822488687,1.75465616484808,1.77731908292679
"28",0.00562398035785827,2.853841650533,1.35175652860693,2.87517672569885
"29",0.328899770945964,2.4018114430388,0.923760658602437,-0.448297331246795
"30",-0.19384949347983,2.14413181897063,1.45383708614591,1.80442845421758
"31",-0.196082742878493,1.87390180602299,1.67325661453555,8.37771788296588
"32",0.0387104167433924,2.82030042124086,1.41062810931775,1.40951286953816
"33",0.0711669576935557,2.34891117547933,1.33084942255718,3.72469515622266
"34",0.340024912382783,2.35522925664445,1.11819161397306,-0.0502697182653012
"35",0.612554305601886,3.01256124667725,0.80781467787174,-2.04281832633775
"36",0.381934669417375,2.63440084860377,0.975157002388523,-0.730784957956411
"37",-0.0328400851615235,2.53024150637491,1.48944110666061,2.57311819178683
"38",-0.350213019682636,1.78928644348172,1.74513449598217,12.5739822279516
"39",-0.12016931452578,2.03530111289102,1.42568885975635,12.4876979916015
"40",0.234301527898822,2.39275169577351,1.13547138332955,-0.483963403809849
"41",-0.0481201948681051,1.93926531229625,1.5016544274151,1.9198753843729
"42",-0.0667917286630301,2.06540129445324,1.43147501113903,5.91154289426918
"43",0.224616246730001,2.08380956123439,1.27425175109597,0.973561513858621
