"","tau","beta","kappa"
"1",0.70121004652465,0.676362516776425,0.635545713864527
"2",1.18044232085093,0.376495412013431,0.406216136392892
"3",1.18513600285504,0.0224993427700269,0.287778844438079
"4",1.62999812049642,0.241551251622934,0.269714103720243
"5",1.25775423240228,0.226394734559879,0.379805605324321
"6",1.1290514424901,0.414161303664719,0.477290998847177
"7",1.12818285117382,0.898775273989335,0.50604953976628
"8",1.38251083643076,0.284953129675005,0.294637328351654
"9",0.964385788758277,0.430313339189943,0.579238312060089
"10",0.491297285125567,0.554411675470905,0.71957917515664
"11",1.18013266733639,0.329442275009864,0.31227700038672
"12",1.39893729188016,0.10814432152846,0.284796885541838
"13",0.519141660728361,0.806603847090334,0.741463316370338
"14",0.637672773009021,0.822165843046907,0.718839165339938
"15",1.21362847204442,0.36100540132853,0.418760310323553
"16",0.799367006662626,0.616968100567089,0.608920251143529
"17",0.59623279071142,0.837647305703366,0.692028517194514
"18",1.07500093086535,0.302515232968414,0.444730924139801
"19",1.14461982820916,0.347725568645121,0.493531049464974
"20",1.40152007028824,0.223868173459439,0.384217895303938
"21",0.378821018579574,0.71015335840734,0.827494982431888
"22",0.395384856958042,0.750116884191939,0.799906448907873
"23",0.328031810230524,0.704906667643074,0.830562081492498
"24",0.768105667091663,0.51547806857409,0.587926144264129
"25",1.13209388548262,0.290350862784235,0.266778571578612
"26",1.61996475202896,0.345360631330329,0.188394412811143
"27",1.12476187780112,0.351012272149887,0.452936829863269
"28",1.44523500239512,0.565728881342224,0.353651608946728
"29",1.08068383659234,0.504203361141861,0.449753647356241
"30",1.3488930493463,0.430510765296052,0.252276580184976
"31",0.321665438467207,0.704662084765178,0.830702400806733
"32",0.995803031458685,0.330342408063895,0.452855477220503
"33",1.24543634471537,0.581573319734451,0.412530026077655
"34",0.936792889903806,0.49546120080898,0.601025174657663
"35",1.40428821501402,0.242647307649413,0.328734122842246
"36",1.36021745011142,0.0796584673526253,0.303167289901935
"37",1.40128222844183,0,0.2835980427189
"38",1.27297108197587,0.360285989834912,0.413917549734866
"39",1.35913473116703,0.0349640009948025,0.280119316119157
"40",1.5823584803266,0.0985183852025023,0.207235230297293
"41",1.27429936397317,0.432458918940501,0.454495135285456
"42",1.06584649820005,0.421652087166813,0.496291825047233
"43",0.272129905164507,0.554622292423433,0.870167029978766
"44",1.17121354237734,0.408333063861161,0.439073973957212
"45",0.834231933519406,0.449347035657987,0.626908795384881
"46",0.593675420547018,0.536008820066454,0.691436891607579
"47",0.373425791282738,0.724175452246645,0.818725344037506
"48",0.974318623788428,0.554276959701397,0.508911983977607
"49",0.269998525058196,0.634812819889488,0.863083912242294
"50",0.947033233599515,0.30557700257439,0.441607763207833
"51",0.365299901187345,0.774979408062189,0.777798113633002
"52",1.86733416172943,0.13793939148254,0.17374594613742
