"","tau","beta","kappa"
"1",1.43285949339217,0.29896140321717,0.294852611519601
"2",0.985374419652616,0.421843394892924,0.489443305879473
"3",1.14171153070841,0.190994199492375,0.399099194363995
"4",1.08722094940477,0.428416064766686,0.444728830743223
"5",1.23901300939352,0.234250340320024,0.343743109431396
"6",1.08954918124533,0.489578259060581,0.498365938653163
"7",0.615955929731568,0.662740965417771,0.697764509454579
"8",1.21420400605831,0.323101306804296,0.397716266836158
"9",1.37256044947512,0.34487550117195,0.321857485437194
"10",0.427614200873149,0.526979105642765,0.792621629062488
"11",0.378796642196773,0.756597631211037,0.794578827442097
"12",0.497899288845466,0.684509013383573,0.74853571270431
"13",0.427942511450087,0.763753314300508,0.788356819263063
"14",1.103334322268,0.518042255574868,0.464400814433008
"15",1.00498599263954,0.350149627708368,0.501000003654648
"16",1.18499738885202,0.190326004265768,0.394173114083832
"17",1.27575230599624,0.241355758743995,0.388421713328743
"18",1.32882729764382,0.398441771305661,0.317850463221858
"19",1.64004852203989,0.11995486079212,0.236476479497257
"20",1.04869663070162,0.471762203684044,0.502987378814399
"21",0.916983251656912,0.619415276860851,0.532151402215861
"22",0.989280161318007,0.383157610769605,0.465831446372566
"23",0.268570619664204,0.652977678211679,0.855917049536372
"24",0.966873004361256,0.527001866364143,0.518968654546639
"25",0.972449014121532,0.548687462954606,0.461545396388963
"26",1.36611827839866,0.421973132270194,0.358629916244761
"27",0.967170745261182,0.531387804418655,0.559174683107939
"28",0.409280433794226,0.743207856222999,0.805289993437571
"29",1.05426049333023,0.458342570750375,0.458242295308207
"30",1.41807860231323,0.0648352942507658,0.248899045384942
"31",1.15316579594424,0.321022994476692,0.455540228543795
"32",0.453443885528397,0.703716439589783,0.76481126269274
"33",0.7939533986532,0.650319624836183,0.608504241295266
"34",1.3881765889447,0.232108550166162,0.383032627135691
"35",1.49239733255411,0.365904626699941,0.301965700395645
"36",1.32369710260204,0.288691431168658,0.379128938742005
"37",0.40449627810174,0.747834515366431,0.801717510734441
"38",0.520337712519932,0.742832383384841,0.740609315792656
"39",1.20434666352447,0.319772527618041,0.371426584799339
"40",1.35154052163711,0.284248746161515,0.317403776950955
"41",1.22620598913232,0.480099251540263,0.416092386127466
"42",1.29307584375838,0.492582748103339,0.324411784870228
"43",0.93902135676993,0.510534725385296,0.541940801575644
"44",1.15375980250285,0.530313022080969,0.391476897414106
"45",0.889988147544314,0.490154599703223,0.534525027434982
"46",1.28259043487517,0.275168765346467,0.343607761066956
"47",1.22301638991081,0.468764349720671,0.438983307380361
"48",1.02173586008219,0.616477933879582,0.474955878683358
"49",0.361436666628729,0.720836292174957,0.820893624069014
"50",1.16740526093397,0.154085157464898,0.393240508870078
"51",0.299190002035404,0.702864402569574,0.831726658022832
"52",0.49872145004206,0.800318487059847,0.739162421526119
"53",1.18766197124047,0.48090288153657,0.443978477883674
"54",0.568254255546342,0.643539956418555,0.705262315587997
"55",1.02246563902892,0.46912219201471,0.533120712772184
"56",0.345815546900801,0.630738494059847,0.814873904228694
"57",1.00376438883243,0.530905369210848,0.565469961544402
"58",1.06019492124471,0.299246057774889,0.440234994062984
"59",1.59974901377097,0.342778692518429,0.225678115309309
"60",0.642011781761679,0.541190048629194,0.694570988695681
"61",0.969135741837629,0.448144368996898,0.540258186984047
"62",1.41652481674343,0.175063850606939,0.263760490258093
"63",1.27874643217034,0.380402297046329,0.321979622391122
"64",0.88937041052455,0.474512445709419,0.584406350222173
"65",1.1745025442064,0.174087115252141,0.416251220573359
"66",1.21233802597798,0.328977045962588,0.363267843498958
"67",1.09208774226971,0.222240263611812,0.455046036791562
"68",1.14621724229282,0.612945989197487,0.453140628677088
"69",0.317922570999022,0.667214568416643,0.849753038280235
"70",1.5728508154797,0.108297011057738,0.155289572782114
"71",0.909747828637768,0.394606141248612,0.540531399677895
"72",0.819534161371858,0.495255813308699,0.611595184183954
"73",0.673789028239126,0.627937692099994,0.66742891004979
"74",0.617888434754708,0.639537078100444,0.702365879212569
"75",0.324934087576215,0.702093428479414,0.832162144846996
"76",1.35202715820427,0.199575604179195,0.357401540777439
"77",0.453213067985665,0.748909679030403,0.757380584590115
"78",1.27243712866997,0.337654946243027,0.309958173172468
"79",0.389310998290985,0.73825553234477,0.808973994950449
"80",0.42789396767444,0.779384597279895,0.773361245935148
"81",0.2936998624739,0.668368928811959,0.849230050064733
"82",1.24307933737665,0.324045435778062,0.386436654799286
"83",0.478806374723675,0.776527620247848,0.776258703400152
"84",1.35509144779654,0.133982857857392,0.340267065337614
"85",0.66351880357236,0.584518251735458,0.650411589266407
"86",1.16626886669971,0.3949331443152,0.416281848498644
"87",1.19801757785079,0.204800714524953,0.400991211074608
"88",0.291835829171435,0.669677296740109,0.848632868687015
"89",0.971211647233336,0.397756999983936,0.526699976981805
"90",1.16151016963107,0.329730419508386,0.384793342356422
"91",0.707509901011791,0.792935116425508,0.633414559061248
"92",0.95884358698024,0.40071429722614,0.505240667192859
"93",1.19189664652518,0.448140739484575,0.438314492683702
"94",0.792735462149046,0.639033954586303,0.616665637258682
"95",0.373094351970788,0.722054221801462,0.820108798471172
"96",1.25788402835311,0.386995078100794,0.352940314633174
"97",0.976146896724248,0.406127249877426,0.476877332945205
"98",1.04044423117453,0.462409801026161,0.464792062153017
"99",0.746458295732541,0.543480784836901,0.636228900715136
"100",1.06759438612803,0.390259314972834,0.479222250669253
"101",0.996065062823045,0.285304790311987,0.507386220166644
