"","tau","beta","kappa","mean_E1"
"1",0.977776781913707,0.100985113606418,0.810960731877678,3.27889373507126
"2",1.01305497272969,0.0999703866333763,0.788440485829575,3.23050079800487
"3",1.02112713552994,0.0789196403668275,0.797501610086604,3.30892783122363
"4",0.982405508513566,0.09652712865136,0.795081802740956,4.33972119229024
"5",1.15777198410088,0.0667004844816306,0.766934615319802,3.0953052096369
"6",0.906496859336512,0.110485098062598,0.818314733287662,5.22936448794319
"7",1.04746251860278,0.0947332358844365,0.800235824752551,8.41587191437628
"8",1.10555517303184,0.124720729624854,0.773613247608068,3.41417947133459
"9",1.01194016211705,0.0933377390286266,0.808520258537375,1.89902692681499
"10",1.25066960910539,0.0443884572914185,0.76234666716388,1.94538147452384
"11",1.00864495471773,0.0862119649074554,0.789185192350297,1.09404876462642
"12",0.931631656047356,0.109568306411543,0.811629795995629,3.88953790002492
"13",1.07017934488221,0.107541348960839,0.786571998773582,4.29074952421621
"14",1.00498886394396,0.0988291756601534,0.789600087879406,4.09376909571605
"15",1.03416276392682,0.0859281429485216,0.795719228588347,3.05340916072239
"16",1.04001533570992,0.0640952313864255,0.787837679229807,2.29346748277205
"17",1.09465778921957,0.111823002241433,0.77258348843357,4.3661473376797
"18",0.977469236716794,0.11752285198783,0.807558936072682,6.73899432969192
"19",1.12820673407818,0.0806737988295877,0.78343523531744,2.06757723901028
"20",1.0222145750513,0.0945694432110805,0.803439774759851,7.25723699305835
"21",1.03098422332814,0.0920453352634784,0.786938759207907,4.01955020208394
"22",0.925774957602892,0.11300105358314,0.803214694359508,3.05600747972418
"23",1.04265258962373,0.0955632864944282,0.792159895972021,4.1004561485838
"24",1.08668071537337,0.102107088226051,0.789777966108826,2.03855292554613
"25",1.07775917868681,0.0863373725062262,0.781319190071515,3.98451782684805
"26",1.08890886522574,0.10307371568207,0.794960588029233,0.0413997551178565
"27",1.0730499094957,0.0954482840695737,0.806855783706163,8.11940269509673
"28",0.938128557063328,0.109487489843516,0.797220602262003,0.119168501467308
