"","tau","phi","kappa"
"1",0.967015919990709,0.793967263723215,0.624313939397549
"2",1.06324884272196,0.863086706076799,0.572477345105767
"3",1.05886140589447,0.870953956241317,0.57965009690573
"4",0.906111795152478,0.820845957749183,0.605180045685195
"5",0.953224151350476,0.782675737152195,0.597965351602499
"6",1.0861038038969,0.763853892373667,0.571387606986228
"7",0.961102318809362,0.745051814429728,0.64936070090866
"8",1.01992482362648,0.843813489263701,0.580967615601282
"9",1.15120312601869,0.903442206382224,0.542447088227864
"10",0.897548274287219,0.822064574114138,0.649395205356555
"11",1.04498416431676,0.853134843078529,0.566935696511912
"12",1.00860547485886,0.783834813760705,0.578518397468089
"13",1.09870619364067,0.788556943351846,0.572986321942998
"14",1.07705491540464,0.849920174793001,0.567100114387203
"15",0.889221083818908,0.761279677458071,0.642020497657445
"16",0.998510141814555,0.8836521504396,0.585852284606157
"17",1.04519185931288,0.817829270549989,0.579060870192155
"18",1.0910476539556,0.841301489897314,0.566528544316409
"19",1.09895018844937,0.823316616640475,0.574050314554508
"20",1.06195427181136,0.822790111576381,0.595907811335101
"21",0.941328774126415,0.769608322175407,0.621652421974913
"22",0.826394127822682,0.707307352531039,0.652483545911404
"23",0.961060796533924,0.798652982450397,0.622965556479434
"24",1.06730087603559,0.835131342534722,0.563118757251088
"25",1.02058702718366,0.845257736347312,0.581897981489693
"26",1.06675512940468,0.830894184183679,0.57902323227913
"27",0.887550444954142,0.813283916939309,0.659420397177996
"28",0.779917818969519,0.728552835789483,0.665701749262958
"29",1.11716551419719,0.794350583700044,0.568828439136552
"30",1.02944723329652,0.869769137334303,0.586899184070416
"31",0.94110083393331,0.764848702104414,0.648842972412944
"32",0.995844117188095,0.848540075792763,0.610237136129904
"33",0.921895487731776,0.809420927494337,0.610850363979833
"34",1.15293387460336,0.861045222909985,0.550162358718938
"35",0.946423389963515,0.787696463476375,0.620367673500395
"36",1.09842014645511,0.783320150355246,0.574914804003442
"37",0.923658444877539,0.844507371933308,0.618480609302958
"38",1.14155032700442,0.863552549668568,0.53595515162422
"39",0.825886457911183,0.768975958618938,0.66791859352184
"40",1.15816538260242,0.794362201999515,0.538763288489678
"41",1.11854219610761,0.862729251838389,0.549882416053276
"42",0.92821609399727,0.840720177638723,0.616756360859922
"43",1.05056400243194,0.868775839053761,0.567491147619622
"44",1.02259711919493,0.855158093632557,0.584647798864773
"45",1.05079153864231,0.820568455057535,0.553993404650973
"46",1.05842905630911,0.782588983872425,0.562632621359872
"47",0.891968356523863,0.740451317923214,0.662516702034104
"48",1.2659932829866,0.895148024324085,0.475779178887538
"49",0.931520083620463,0.71880440127119,0.633404138677504
"50",0.810875743551048,0.767804218906826,0.675260014597097
"51",1.05778862388506,0.769874791147476,0.562354727395508
"52",0.992098650236592,0.713359315759936,0.58765642134805
"53",1.06417862990663,0.870334807268202,0.592580922700371
"54",0.971164877224798,0.752284715249436,0.59802778260563
"55",0.969500731915007,0.83831563949399,0.61481893845252
"56",0.936872904614105,0.829842081551041,0.60996132197581
"57",1.03138396600289,0.827980258208235,0.607987850245954
"58",0.946909195233256,0.792500392883909,0.597402553047085
"59",1.0344651174592,0.807838378283584,0.581188211554979
"60",0.857791571040973,0.814759817209945,0.657294618041961
"61",1.11439405794065,0.833129000384722,0.549010903302044
"62",1.09619491108386,0.782314567758664,0.565691398144272
"63",1.16404575903068,0.879622555073512,0.515182940845196
"64",0.897714501103537,0.826229274853121,0.645732241079899
"65",0.990047071837381,0.836445897161623,0.59655783543709
"66",1.11300160375442,0.885094590636488,0.541974648660734
"67",1.12629407728162,0.823692291315642,0.576103094737816
"68",1.09932710172627,0.882100718712262,0.539645267283808
"69",0.901933572931914,0.784439968381015,0.65283542227409
"70",1.12797599792133,0.76936166748255,0.529028810888796
"71",1.0397106417946,0.818760226086463,0.58741641198627
"72",0.915876434282718,0.7993729222003,0.661162991386342
"73",0.938971832022217,0.7930327674287,0.602467471624802
"74",0.975675022588,0.820331295461898,0.620359913389883
"75",0.818885095852578,0.784002927362208,0.673230209156992
"76",0.97045333261871,0.737522897410328,0.621508060601127
"77",1.07288916094211,0.759487594161792,0.581229835697848
"78",1.07276308309688,0.772261781314469,0.576150500554372
"79",0.879440619180273,0.741435765220721,0.655391606904282
"80",1.0209605852187,0.818439306462975,0.599623299914237
"81",1.0776147306902,0.839100081147103,0.563365182054212
"82",1.24763345783655,0.855704680302923,0.538426393697171
"83",0.904188831943102,0.704606357027803,0.648449132214968
"84",0.928324401459609,0.80207019014635,0.638221199742942
"85",1.0659511611168,0.888395361302638,0.561877862261897
"86",0.962461515736503,0.852643059871366,0.598639901694536
"87",0.86392389497156,0.724927358812538,0.654015260323765
"88",0.921182149591782,0.844826049815431,0.623084226844606
"89",0.982664744723886,0.785406583791628,0.602481899383541
"90",1.13640862732894,0.769322961693673,0.525507880029671
"91",0.929253369528003,0.763539245586483,0.627404422803527
"92",1.10239478841198,0.866585886043611,0.585565869018051
"93",1.23751981895322,0.856669761391124,0.504992072418712
"94",0.925917373790191,0.698612475560732,0.607828304197293
"95",0.944196888786683,0.794725762953445,0.61335098739284
"96",1.02861712905068,0.778853706722218,0.588553148379729
"97",0.96926195204323,0.890592603039622,0.603411639916846
"98",0.919085733499958,0.809757085442252,0.60939832830431
"99",0.759440101621712,0.714457607641958,0.70264678871507
"100",1.31297298392257,0.850445758930709,0.507881190433818
"101",0.954774342560873,0.807295589853578,0.611564547371492
"102",0.984121829955855,0.795513357217103,0.612245141861365
"103",0.939992914088425,0.86030907752705,0.62400283436463
"104",1.14630410831453,0.758461375721212,0.525339913741393
"105",1.19239018970744,0.838415761869271,0.521128437868497
"106",0.901236857699951,0.796922677130581,0.632747816748186
"107",1.1092286809548,0.767946088776363,0.549277252761152
"108",1.26826224723945,0.923983643649827,0.481919016650552
"109",1.28003435978478,0.83175987242258,0.519686919405336
"110",0.934661942457275,0.749582566002635,0.594682592169439
"111",0.801988912025688,0.6745840609954,0.68769902179685
"112",0.998803163232594,0.792029804702664,0.598228816076994
"113",1.14840813929555,0.835122354764884,0.538791911929498
"114",1.08402818437266,0.776996324343454,0.537924900096904
"115",1.03583027809031,0.779899922391616,0.605848448215254
"116",1.12258294378636,0.923238324539467,0.529512596904293
"117",1.31269380473809,0.885101630155566,0.50557672137925
"118",1.0245563200355,0.879183687485989,0.595197028828329
"119",1.12850524557653,0.79965045102474,0.569929403362603
"120",1.26821245082544,0.912189141535868,0.484675964719447
"121",1.12525924085,0.836193023720575,0.559929901896754
"122",1.20939135777517,0.789589466405944,0.516630152767718
"123",1.01121775049442,0.809171436448734,0.592250907058703
"124",0.887122107188596,0.776457088310208,0.632357187240532
"125",0.791073685455959,0.77870885457355,0.684956716266046
"126",1.0887778635073,0.749790887030177,0.569653018376562
"127",0.916381112225251,0.792217452680669,0.62397164044922
"128",0.817363872253199,0.730229248195879,0.687312979245142
"129",1.07786974593075,0.852128825499425,0.566074981509359
"130",0.875268929647822,0.73558949224045,0.665544925621772
"131",0.920552871234353,0.719399880577726,0.622414736983448
"132",1.12730413114079,0.907005954112679,0.562890992190463
"133",1.02349066228532,0.772082207899701,0.590767428114624
"134",1.15371919097785,0.770845807988748,0.532528690851763
"135",0.988455045654693,0.850795067087714,0.589341484979355
"136",1.01530712441368,0.82663052403536,0.57411613908822
"137",1.24175388619163,0.910808524312882,0.493575087197541
"138",0.9389396721205,0.874046281900377,0.624874282013384
"139",0.84075873544687,0.735807608055283,0.655144078979955
"140",1.17576194249692,0.792768616849242,0.583801082301975
"141",1.11570716744943,0.860926506062541,0.578023007772529
"142",1.0101479583389,0.854425783640958,0.588031012096695
"143",1.05714863065117,0.757080856484955,0.579829638055972
"144",1.01011416961028,0.768923154558443,0.572347938352973
