"","log_tau","logit_phi","logit_kappa"
"147",0.111296003060207,1.48688473116218,0.346790115601798
"148",0.135384683931822,1.38632187279385,0.152657518751508
"149",-0.042348160201805,1.6050219668941,0.373858757659072
"150",0.150831735353928,2.45228583031946,0.141372188353581
"151",-0.0302063728778621,1.66572997620023,0.419871241240219
"152",-0.0138670716245456,1.11461362731909,0.465602083113045
"153",-0.128227691794377,1.30728887077394,0.568972687114925
"154",-0.085172989936814,1.1567647294304,0.597959904024864
"155",-0.140626550526053,1.6088291112868,0.582071283336206
"156",-0.181926726071896,0.96432250276301,0.736461590884258
"157",-0.0620168166767831,1.14922352923552,0.528135969940193
"158",-0.0450725971379154,1.93040120987387,0.540680913011848
"159",0.0075719926569772,1.27090946799891,0.433545103721421
"160",-0.0920000519760162,1.19382026587276,0.62004123290822
"161",-0.0460068622559903,1.46149901482393,0.545438305526602
"162",0.181995273009103,1.84235752095304,0.022516053775739
"163",0.00185418170424843,1.14900555464393,0.329093108865337
"164",-0.0445954255155435,1.18219383368985,0.447284803329123
"165",-0.0553131275500011,1.29024745837904,0.489569753030878
"166",-0.0146743992250368,1.3566693921522,0.483452203471319
"167",-0.0890756819361931,1.4995591489573,0.618188077437768
"168",0.0173661116476045,1.83760659275677,0.440278388700023
"169",0.0584260869689989,1.84188778434718,0.282345800098327
"170",0.000811611815441786,1.36295021004254,0.32379217603418
"171",-0.0568678430688075,1.35390503795429,0.523752211182921
"172",-0.144101005231577,1.06784887098787,0.605453428362441
"173",-0.0822390124078351,1.18756718172748,0.51924455929248
"174",0.223435187020751,1.65256977475211,0.117039823769405
"175",-0.0244628512003237,1.26820064382199,0.444726898329975
"176",0.0492019873307787,1.43838035710366,0.322960779516034
"177",0.00120291094907474,1.38030652163034,0.525931164986872
"178",-0.0951085236312297,1.00987478943076,0.515247966062512
"179",0.123734705615854,1.43884473977972,0.190372821812685
"180",0.125809496318725,1.60195478887446,0.225940413645784
"181",-0.00159057403944583,1.94760121365902,0.286857908061629
"182",-0.0370105451506282,1.08773954786985,0.464841114171027
"183",-0.042538666030792,0.901143262004944,0.418014235236732
"184",-0.0179879273578871,0.927445873125904,0.401604330102226
"185",-0.0178587121724192,0.973802278843068,0.446230624823387
"186",0.108390865859945,1.81690793753715,0.185285337934185
"187",-0.0661296789204026,1.54185520216394,0.572716331224058
"188",0.13101335862076,2.02992194530587,0.195585830572206
"189",0.0872919786240369,1.83988867877635,0.392363063752937
"190",0.149800678833713,2.15503231873458,0.0599636869886972
"191",-0.1701614914884,1.04617289297407,0.618767472488464
"192",-0.0305932617784558,1.23722862377395,0.511205077964038
"193",0.0856650584552012,1.70649901968543,0.142082872903212
"194",-0.159097249889682,1.13198915545243,0.547572920082323
"195",-0.0814860364359742,1.1851973932494,0.606844055642589
"196",-0.0218647333363875,1.53677038390807,0.522669074483993
"197",-0.105301859320755,1.13460219586712,0.613061006959495
"198",0.0143564684483989,1.67660199881706,0.385738239936981
"199",-0.0512527102318305,1.39813285331067,0.421922822677394
"200",0.0108467548997205,1.15240399689158,0.393506926755727
"201",-0.173651260228365,1.30980703683484,0.690516267930963
"202",-0.0971320110392064,1.45777271282632,0.569010176790434
"203",-0.0131137169353152,1.27290543936316,0.468702521617251
"204",0.0543666987233676,1.52046813208908,0.297541669513877
"205",0.0509919627789997,1.43805388295278,0.267201360362303
"206",-0.109788535713756,1.40189146264022,0.534883731616136
"207",0.0205041462141339,2.00819602692577,0.380220065962571
"208",-0.0356209494729903,1.04722147360321,0.516859050703166
"209",-0.00612099594674663,1.86929250146892,0.454512697601332
"210",0.0195415732766606,1.29438276253437,0.376636151735385
"211",-0.0621459080264084,1.27698147877559,0.438993346180716
"212",0.0804427043848953,1.8416465253297,0.211863960907554
"213",-0.196470625344846,1.04425335438073,0.748011774927605
"214",0.0542195560280784,1.44090977140196,0.240029795535848
"215",0.00583699035604737,1.10160263731895,0.453222956069727
"216",0.0433126224717465,0.821223746570377,0.346210323011469
"217",0.0183666937514343,1.11426137477421,0.350160414172565
"218",-0.062484232068036,1.45666366620242,0.41993222336202
"219",-0.0372362250709454,1.17098911168925,0.432615382310435
"220",0.0427427152024699,1.53571934891571,0.371809979684467
"221",-0.0450850618103194,1.96907327294925,0.460087378013487
"222",-0.0806121812491252,1.29987756307147,0.474360789845994
"223",0.0690909065270704,1.79583304883737,0.288639231227797
"224",0.0598629182624704,1.34691473173521,0.30452125225876
"225",0.0521215895716,1.78265038316398,0.233816405394533
"226",0.0255849921692245,1.40811485659493,0.487798139382658
"227",0.101112056599574,1.65716022947449,0.184441697858936
"228",-0.0401968566090789,1.17544898857888,0.419889258691965
"229",-0.0132957258963174,1.42128090784049,0.333047404414244
"230",0.0414082448416475,1.18979098993555,0.326111434837707
"231",0.0479707153195885,1.38125008589479,0.351229083882264
"232",-0.0414283831348966,1.47743727060445,0.479156172137102
"233",-0.127305973422152,1.15091939010901,0.646075210138644
"234",-0.0410264863080833,1.16370350127231,0.398032702709899
"235",-0.0754071601500532,1.14284323364754,0.46029626102462
"236",-0.142581872269815,0.983366540833039,0.726660004850599
"237",0.0235083634550928,1.17588254206662,0.284845607500006
"238",0.0145181115631263,1.69543473107894,0.389191666891757
"239",-0.0393102803092423,1.44989095274189,0.434555746647264
"240",-0.108630240021049,1.51082383765743,0.505600488622732
"241",-0.00379830455798386,1.22954840288739,0.470502366866351
"242",-0.0517809611638239,1.72519245528196,0.599306782969791
"243",0.00764942109916864,1.84599719117823,0.499080704320519
"244",-0.0752636300185235,1.30803128547074,0.473627027332721
"245",0.0382627063328798,1.16599703364828,0.376873476316616
"246",-0.0824305620150755,1.33820080987177,0.45016624364655
"247",0.0131143267668868,1.79927766587673,0.3539215565459
"248",-0.0463307082915253,1.68781891882694,0.532802725006698
"249",0.159401167788863,1.04464374955886,0.128842086835308
"250",-0.036938437054567,1.32651286004137,0.440346118868779
"251",0.0949068556777673,1.50849395965637,0.20173632451621
"252",0.149576397026349,2.24358450627534,0.1319373095354
"253",0.027290801930519,1.31181176045195,0.365978845590477
"254",-0.00956322853354529,1.24397228262812,0.463153951741344
"255",0.0608372920925495,1.24816129850381,0.402084602727647
"256",0.019035582282385,1.47845329833851,0.325821286386829
"257",0.00526877127902715,1.36311474857623,0.400510624433934
"258",-0.0681485819154866,1.46500701466725,0.470337180093457
