"","tau","phi","kappa"
"1",0.831540397653447,0.764615410223812,0.65638826543246
"2",0.713657336237077,0.715442941054642,0.712234945065695
"3",1.06315431255769,0.889656989564678,0.506885754843373
"4",1.17708008712449,0.836095732305878,0.574138897567117
"5",0.978182315788972,0.800112038913676,0.640374148606996
"6",1.37404742443278,0.928224761008007,0.520234837837717
"7",0.872212831365542,0.66043353785984,0.703732054563335
"8",1.23012972481761,0.964610185927674,0.488298783353739
"9",1.27398533617026,0.931376740969498,0.517429796905204
"10",0.843269029699217,0.774635913814512,0.645088792214134
"11",1.10074432994271,0.805262415842406,0.536723766859128
"12",0.873873377113115,0.562204378035676,0.643025581244643
"13",1.18976229181731,0.729789898135411,0.543102038472615
"14",0.832939803197509,0.737063288389667,0.684969817247538
"15",1.16742483498196,1,0.575172913034221
"16",1.25388992278402,0.94846237451016,0.511725107950147
"17",1.09051396885969,0.787383504858292,0.547128750473551
"18",0.916694156247656,0.85738411770441,0.62492055800014
"19",1.24943018535889,0.925403612447776,0.533794706955638
"20",1.06837156611129,0.839775311404859,0.603130918977974
"21",1.36024249687826,0.772642081333123,0.486313256465914
"22",0.805645498689483,0.648446413710842,0.677741800524207
"23",0.999160683141702,0.736372074972206,0.618057842835741
"24",1.05855657121709,0.85616649659989,0.557459627417606
"25",0.635673419098147,0.670005701487873,0.688395382795026
"26",1.14348890037872,0.766618798786683,0.512163438404983
"27",0.911431145134183,0.80300873160055,0.685713398229592
"28",1.0094358810466,0.765570541955445,0.625580162816542
"29",0.933077640687729,0.77121678835047,0.639459953366411
"30",1.00706408155927,0.730933406732838,0.580389966016969
"31",0.98312409762098,0.79919393940485,0.617163513387469
"32",0.946885381727352,0.748346519945591,0.558355698821198
"33",1.05281220844908,0.895753287182498,0.587456031171991
"34",1.41003262345747,0.929684477220345,0.509724400744968
"35",1.06415560878811,0.625339043751519,0.566005053512191
"36",0.985171087480284,0.904448885353889,0.593576284042787
"37",1.06235279145993,1,0.574377888036886
"38",1.12877000189147,0.899202799462409,0.600859263829043
"39",0.567016968588581,0.744810953161637,0.741324375643895
"40",1.2179430010641,0.822915937504165,0.48566596238847
"41",1.01823707876982,0.757165436641855,0.651765704935082
"42",1.33301420294117,0.888671596684114,0.530628801781278
"43",0.651680927321044,0.803816530611403,0.75352461145195
"44",1.01357496459378,0.900174954115275,0.594570014162487
"45",0.726517870974895,0.704284786607533,0.752548409068496
"46",0.997244076052202,0.786060483213604,0.557959186147073
"47",1.02730283310198,0.744803186866649,0.614375813400157
"48",1.12032576804724,0.822804771900586,0.548255738690629
"49",0.702578448000975,0.657549132093287,0.695061437499576
"50",1.07396438655538,0.910696806790736,0.494367049644359
"51",0.331781147226439,0.486571243123172,0.84140480534109
"52",1.02873803681546,0.640542469252094,0.619549542597832
"53",1.02473861587296,0.828868068112871,0.596559600050017
"54",0.958318526240245,0.903568436684664,0.623893828006183
"55",0.831487714055904,0.747130199792566,0.688814478272491
"56",0.710584031096765,0.85385218129715,0.744761483083058
"57",1.19334202743028,0.707167373670786,0.513318912140996
"58",0.840379215629367,0.808259423078084,0.606564037626701
"59",1.13832575595191,0.699379949019901,0.544669697619235
"60",0.552749407016788,0.732721686971439,0.801454954376154
"61",1.10881919206312,0.892554982037848,0.503217207857024
"62",1.13850167780659,0.767588153292474,0.560084359425584
"63",0.927170608323447,0.526634974721139,0.623713227141458
"64",1.16330372309115,0.924698710166621,0.573569016462189
"65",1.34248467815029,0.995296589562773,0.474771252679855
"66",0.885937704912203,0.731154917096906,0.61614484189246
"67",1.01423255083899,0.856911585558963,0.576697599816783
"68",1.27525635273995,0.913364234351705,0.466866073269251
"69",0.738020018030478,0.676044927786129,0.694528138232418
"70",1.27808533496111,0.946755460282189,0.470113874394231
"71",0.981524436463896,0.864339477496443,0.586203863210836
"72",0.925625728830084,0.705341275070285,0.673615751470351
"73",0.934971026636051,0.759944646604797,0.664644538509308
"74",0.757474754910993,0.755445853615869,0.666604421253964
"75",0.757238572865224,0.771126276124564,0.673040339868211
"76",1.54657023786211,0.981961483221765,0.41682871875486
"77",0.690051314566483,0.582702200029824,0.742901894721877
"78",1.01978752847041,0.911623257932134,0.560436410142065
"79",1.50501845266066,0.690588996467544,0.350164744101614
"80",0.364674251001482,0.443515711833376,0.844422247866262
"81",1.09622526300809,0.82975406789383,0.570444646156705
"82",0.814315207767355,0.738387559997155,0.653187730933835
"83",1.14723276527468,0.677629319246761,0.589687852190745
"84",1.37503502623937,0.959651516033913,0.479153399151753
"85",1.03513643628539,0.833328428082543,0.546787900050177
"86",1.10618765692117,0.784846380007402,0.567219226556664
"87",0.744856413812776,0.576091346073882,0.676149385298793
"88",1.03723476726495,0.872045622348694,0.607702432955767
"89",1.08605131970147,0.918233163317786,0.551218462933276
"90",1.49941219593945,0.928202021125825,0.420628981476257
"91",1.08492403139625,0.851994792227142,0.558973970977134
"92",1.04129631521219,0.809659705279291,0.619964848462704
