"","tau","beta","kappa","psi","mean_E1"
"1",0.888490469939543,0.256068947664842,0.595801354656166,0.760731279269208,2.21066483132274
"2",1.28415362551999,0.259440174821932,0.533396684400867,0.500142263026626,0.40252049852792
"3",0.828544461607302,0.245638719098439,0.650565033754295,0.827823351543421,0.409093665215926
"4",0.964514297685845,0.21287188437509,0.616345173210578,0.792023181616682,0.00148017517127951
"5",0.962144575708842,0.204337248478824,0.62179863247143,0.791595593350828,3.27465641838014e-05
"6",1.07077890487834,0.219573930122268,0.574275776006032,0.762214366802432,1.87426307170361
"7",1.18754186641027,0.177569996124628,0.523774577561246,0.423950256293768,0.323976678790856
"8",0.922840359060982,0.392206369322534,0.592048666085464,0.548205100804029,2.14539939922902
"9",1.00774465695017,0.16712469182725,0.60422460008984,0.704025396185377,0.00200690246368323
"10",0.92751858314802,0.337023722946598,0.645634745839844,1.67910241564618,0.48621168080281
"11",0.932450473446991,0.245594325970496,0.651627769432649,0.610832667136382,2.38507107976946
"12",0.843606146836614,0.19916451925254,0.630241520014525,1.06910332506178,5.15973300233698e-06
"13",1.1299354969,0.167785587609871,0.559229186396517,0.576214940049988,1.80161443918614
"14",1.01023570430202,0.148124948611185,0.593806922400895,0.664398984474969,6.78329324300583
"15",0.933569201215285,0.303456806576345,0.648671109704361,0.806327399858635,10.5300492304923
"16",1.09589990864216,0.225739158094189,0.55554530032417,0.709500605626874,1.08152256093293
"17",1.01740926643104,0.14626125829643,0.577239614729622,0.688856437125322,1.5669993419677
"18",0.916442775338158,0.175079412302733,0.576423468470413,0.913884607977836,5.007968609161
"19",1.06477690111938,0.144095456120196,0.59375540061493,0.475623749146365,9.39866049810226e-07
"20",1.19090995333333,0.164365152613473,0.607033635128818,1.00407941140562,4.18984744721595
"21",1.02379320802035,0.2104480709517,0.648097280436369,0.404313567472254,1.19487459686269
"22",1.00249882167291,0.198743594308966,0.606096829211852,0.882526480142656,2.0007595895067
"23",0.975170134783235,0.197689557968299,0.625255737575638,0.814337161124108,2.51784410478825
"24",1.19894108231659,0.14314102838043,0.536426238006635,0.469547919609438,0.202280929373651
"25",0.942121956268788,0.229813426610315,0.607868808615935,0.664935022058919,2.85375601370207
