"","tau","beta","kappa","psi"
"1",1.1053625796258,0.119303868475168,0.550848200070785,0.705493411776933
"2",1.03769654833059,0.153888227254228,0.605288494358847,0.961744737990805
"3",0.967562522181657,0.249651672058083,0.601662197537399,0.588149402415672
"4",0.951099643349133,0.216421684116659,0.604367868823156,0.558038825358239
"5",1.0848668335093,0.225713771238612,0.565009288889615,0.74718743821747
"6",1.13219768841249,0.162317107667852,0.561673368791139,0.527340928581126
"7",0.942162497944166,0.262445151462602,0.633827245260721,0.574920605930187
"8",0.923186846508114,0.235574813138595,0.620087717486373,0.486349046086249
"9",1.04525664368081,0.153674046136337,0.540142259709276,0.522696570324416
"10",1.0129566241394,0.137546760911978,0.576876932272599,0.541404300639893
"11",0.939110772220578,0.240513341265478,0.624505888756266,0.65523146778284
"12",0.806989988984018,0.17957974882908,0.648370375170362,1.21375206197205
"13",1.03976952354894,0.193667573733755,0.572463189330205,0.489145272095059
"14",1.17838011193561,0.188581395654266,0.547473075293546,0.768075494676731
"15",0.994668404270334,0.21797373825971,0.625077872495163,0.79845275999574
"16",1.02502207988196,0.190573453885562,0.577832751284201,0.560304937839395
"17",0.960319849802427,0.153312711123929,0.614638904573665,0.947950135518661
"18",1.04032304921769,0.187474435201326,0.567253307313774,0.586668590941891
"19",1.13250089959228,0.215591341179512,0.544997629733917,0.442985176242734
"20",1.0533825499553,0.238149321113199,0.59250191491091,0.628529955582613
"21",0.928719344963231,0.217877269910245,0.644713333984992,0.75848277226695
"22",1.23284628603976,0.168985008196962,0.51577129377857,0.496620860085239
"23",1.07534559080657,0.109903727004691,0.582065452465383,0.807687086560314
"24",1.00947098863367,0.240114665389162,0.606750686157512,0.639839277847288
"25",1.34414676252032,0.066997658399754,0.507096896765558,0.423383313324594
"26",0.905942495944015,0.22584041735338,0.660059100959094,0.730241969502726
"27",1.03667714311393,0.125176359800186,0.598498395385773,0.640847014391021
"28",1.02974346731125,0.220326618149571,0.579353158778083,0.556681662781798
"29",1.08718296832816,0.195426579175222,0.591284598372871,0.681537957779909
"30",1.05316309068878,0.0933223652876449,0.586832840059325,0.845497601547405
"31",1.21773697128063,0.189813149114322,0.536629767397021,0.670352412872146
"32",0.968680028981301,0.189005684544613,0.600379525997813,0.617685900430264
"33",0.929825295858574,0.233814709711734,0.598347604380746,0.732558045070488
"34",1.05798532004871,0.127343853896262,0.581658631851042,0.607128807745307
"35",1.11833345798806,0.252723662342604,0.588242467603805,0.628059445111315
"36",1.01349095409361,0.224728510249089,0.587172727456778,0.664028784795134
"37",0.916866469139869,0.184470749242945,0.619872939825925,0.885473004981778
"38",1.04447537752568,0.163364150478956,0.538862967979832,0.453795055410816
"39",1.06997549428659,0.129171164303766,0.558954866328693,0.466463960400533
"40",0.968681462156123,0.140604334627551,0.58065737568999,0.715512276389726
"41",1.03988846209372,0.205179104761674,0.573466586507906,0.730307893957281
"42",0.939001599866659,0.193260135348164,0.627675812899818,1.08573883868455
"43",1.07916889850407,0.108699544492753,0.564851250603199,0.598028393985145
"44",0.881543909021124,0.165364359112157,0.625353204835901,0.556953364410482
"45",1.00856074207393,0.167554517873549,0.608933407493628,0.915579111075709
"46",0.995380524856065,0.157864641013547,0.603907471207296,0.74350494010776
"47",0.918629516771575,0.266628237976383,0.643803987292914,0.619345941337962
"48",0.825129371890634,0.259194209731681,0.641248099177985,0.98241236924918
"49",1.12220207235814,0.198422757694539,0.542891212888741,0.644702413970277
"50",0.790809777918871,0.302057582643281,0.661758007733588,1.00616180907824
"51",1.129087513188,0.210542529230559,0.577911210023178,0.623626558107138
"52",1.06853969463778,0.185215416805282,0.589812017413521,0.628078827016447
"53",1.12585207738191,0.153546415800405,0.548032084551622,0.865124276448824
"54",0.974150832509195,0.202277857452842,0.616022533500514,0.705501283906609
"55",1.17133421277707,0.121267369376174,0.529395655774579,0.57537230049009
"56",0.887851778855631,0.314488437997683,0.633573347562678,0.570650438861742
"57",1.10536692933112,0.121290695644458,0.584448522807851,0.722966578123944
"58",0.981663957160243,0.209436065812751,0.625604898108222,0.707090039741024
"59",1.03551059683518,0.114970972871097,0.611877587393112,0.971180951517446
"60",0.847093669021408,0.317112231280134,0.659117235806274,0.708837232839051
"61",1.02292775045017,0.24182223988117,0.560220227665447,0.557038155728478
"62",1.15929913727577,0.0471864060273115,0.561867295058286,0.976369525267253
"63",1.16121510989382,0.115872032842349,0.568000331140692,0.577520709094443
"64",1.01715971694942,0.252725791612066,0.595723482929485,0.518382326989214
"65",1.09662441296714,0.205836624019024,0.56620869740224,0.557806997807991
"66",0.933094748290166,0.230278472384222,0.635652187313484,0.612117166702816
"67",0.954190207802053,0.267738504225378,0.592052070200063,0.642850439384453
"68",0.997541852636126,0.104112643299341,0.608500057835116,1.07671270657454
"69",0.864320261448679,0.220614470599131,0.645188726827308,0.679756179062461
"70",0.945422751804251,0.191176595687139,0.604425626860146,0.49713030450522
"71",0.885950736778685,0.317789147401898,0.639710965116436,0.618937525049537
"72",0.89955068149434,0.278596199030947,0.662710655607672,1.01638253401959
"73",1.14165160131834,0.127676853738,0.535536370497014,0.492029314277064
"74",1.04635193886544,0.123955913030265,0.600476541097578,0.641227636161588
"75",0.978540513579801,0.180769856321313,0.621893155494667,0.754235805130957
"76",1.11640176787975,0.148024756273045,0.574217479832283,0.632534424210252
"77",0.902228401109521,0.269917937858644,0.629170406449026,0.734925202743536
"78",1.0768416793481,0.138436632334726,0.584712040359391,0.695237426038543
"79",1.05435515451562,0.192700610973309,0.60347681289371,0.598325337528978
"80",1.04904158424619,0.139607956406396,0.551499963981961,0.676619085124634
"81",0.945039769678819,0.147617388820464,0.603922980017259,0.760792084527257
"82",0.992135532855528,0.180152005436121,0.608470586876271,0.707746670073471
"83",0.914004802704718,0.347854498768581,0.638161202413017,0.751614604404142
"84",1.1442787618412,0.099599935810059,0.551790535902388,0.691124585069486
"85",1.041052705243,0.200094257205859,0.536279418600002,0.690059697324907
"86",0.902918255540619,0.177926252402831,0.636506338349187,0.761056985271299
"87",0.800639021201829,0.240513349783236,0.691111488733862,0.822972384441786
"88",0.98860199460931,0.219745465351863,0.566212376213554,0.457342388365574
"89",1.28053817223497,0.107951769002455,0.510871591965252,0.398339512475168
"90",0.8724390903871,0.307009921650956,0.627322045968774,0.735256674031574
"91",0.886450334545513,0.21517701540783,0.646409918410246,0.945007431047766
"92",1.0834236469104,0.198301650150218,0.547063692763209,0.584060611522497
"93",1.04301621601014,0.194991204751956,0.608035995486608,0.822764916753046
"94",1.26836068752231,0.162144795944371,0.50474006734779,0.591847540828182
"95",0.929604993909109,0.196809951128677,0.576875287251202,0.901206432575925
"96",1.16330385377642,0.182529141376707,0.551713351145888,0.687572995387845
"97",1.02112320882834,0.201361495905768,0.596553453643485,0.821977181119725
"98",1.26697722966701,0.110330361755604,0.452236390113702,0.385024198895096
"99",1.04418549336333,0.212983138501287,0.579973655123357,0.623739579569991
"100",0.901019541748239,0.247385710889102,0.659221050776006,0.876971940806045
"101",1.080611540927,0.228639026913264,0.595276576431836,0.728927192607149
"102",0.908284139880216,0.159453588119487,0.625758492014744,1.08925276234606
"103",1.08114231242166,0.0851135190638226,0.565457269926986,0.523110687786809
"104",1.13210291920325,0.169805192179512,0.550217354309398,0.566785546186862
"105",1.0890246285294,0.161318650870164,0.549431266640711,0.480972506071699
"106",0.824525733189307,0.262756124496444,0.655154440322331,0.723745340134388
"107",0.977372651271499,0.206781838221423,0.582854182129108,0.309162477312335
"108",1.11308216804951,0.0611283061022574,0.534275243493929,0.689016516264818
"109",1.15195483532166,0.130482203352778,0.527112136567462,0.5775333495929
"110",1.04635631195186,0.153361263370054,0.563290353943299,0.39283805051579
"111",1.10765022592741,0.0947794023665065,0.548634789760633,0.53747541555049
"112",1.04453157150646,0.242018054201744,0.597638069527557,0.778880556360937
"113",1.05383308956128,0.182976770943353,0.590107705343726,0.645285109871219
"114",0.997022103072651,0.170272226682718,0.629221977287969,0.902797612373627
"115",1.13345339769065,0.267764259004673,0.57212027267246,0.630781884143385
"116",0.934434760753186,0.232772318321788,0.607380352624712,0.640757740900843
"117",1.02857491776659,0.222867632419953,0.620871759024477,0.747746061058431
"118",0.97389122437601,0.221306022134677,0.609662835921439,0.564606689494772
"119",0.777360067447656,0.235568771735425,0.678245005195507,0.794440683753566
"120",0.983042689056434,0.328261666557344,0.610367542981992,0.644639845607466
"121",1.07121435734288,0.149389211808619,0.596073017593183,0.702621961801145
