"","tau","beta","kappa","psi","mean_E1"
"1",0.0942754825471732,0.042715201744171,0.0315398989570514,0.0776266158851565,0.00137183833518252
"2",0.0826142857119006,0.0417989133170163,0.0272199653899273,0.0621771559419021,3.30980891937679
"3",0.0826149462004722,0.0464456923767844,0.0342504273258397,0.097322842150064,0.00133958587067289
"4",0.0681683566970363,0.0391361912117622,0.0278723144928958,0.0773708459908273,8.3684402492682e-07
"5",0.105985493630332,0.0529274284061614,0.0345561961235169,0.0830783188609105,0.558152636697166
"6",0.0927475740423784,0.0433952702891859,0.0301612890309884,0.0822638037036901,24.0057992976206
"7",0.0757131402933334,0.0386640662194584,0.0293874392173793,0.0868094332190236,19.9652067936208
"8",0.0844194364158343,0.0413222136190166,0.0337809397570013,0.109305127592542,2.59168251573357
"9",0.069668465437093,0.0397816105409349,0.0316472625095486,0.0893684268341202,10.6267027345227
"10",0.0686516986041672,0.0383445037483674,0.0289242366816466,0.0823465410672375,0.59959283588413
"11",0.0703051083654294,0.0381754867896556,0.0263623689635303,0.0662434257819007,1.56844112728601
"12",0.0562851610236785,0.0387785951107212,0.0243422956854493,0.0536328739821368,7.64419506153406
"13",0.095870522119149,0.0520026604247439,0.0373908934281943,0.130598924054982,1.46519572298777
"14",0.107989422253621,0.0535917613445885,0.0321280447442936,0.0763704811680248,2.42306830632353
"15",0.0923973683107029,0.0395275328183265,0.0286095590450538,0.0873980224266029,5.42723578373408
"16",0.0629779302858222,0.0375422071749878,0.0299156399819021,0.0950679885162189,15.5785420668364
"17",0.0908022549258678,0.0474059527083185,0.0287934289894773,0.070105014372618,2.62552219562938
"18",0.100441157936124,0.047209352418385,0.0356883034658706,0.0956217197605404,7.00658167127092
"19",0.117334166908967,0.053254955260649,0.0403507162934382,0.108423975721921,1.43257216576817e-06
"20",0.0916612974758363,0.0421473934172576,0.031543082370577,0.0931350401313771,14.949026134816
"21",0.0866956229040275,0.049485399849088,0.0314553554697883,0.0964214055752986,2.96302678687422
"22",0.0992830914637431,0.0505926963191331,0.0341338862255824,0.0919714860412518,3.99373200371902
"23",0.0905082657772069,0.043684692586168,0.0282813713441923,0.0723504726758831,6.06101990180536
"24",0.094059276872339,0.045668937691974,0.0362097989734024,0.12396297665148,1.6153618597808
"25",0.11775212486505,0.0473524764521051,0.0341011134359866,0.0996318163332328,2.35059258979133
"26",0.0846407427590407,0.0417785899573371,0.028828132783242,0.0853365821172531,4.00166395760276
"27",0.0824541977811112,0.0383002501215569,0.0286370485779157,0.0847779011108638,30.7215476300996
"28",0.0825189043062928,0.0478967137925836,0.0323972378496082,0.0844336714285924,2.25949684834989e-07
"29",0.105274985672923,0.0467206711038784,0.0316676314401395,0.0802143295887154,11.0844437503436
"30",0.0769336460430022,0.0372598619752382,0.0248982732390064,0.056297004240846,2.43547313922649
"31",0.0995417998748685,0.0442429503548022,0.0314004687086794,0.0837340354442769,19.898868608409
"32",0.0752573856688158,0.0380494419627135,0.0283355647885317,0.0798047483252077,2.49205938121309
"33",0.0659353800967403,0.0449077816726984,0.0296720242450481,0.0702170690127504,16.1294738160394
"34",0.0803351866317979,0.0392515736440972,0.0274759288488353,0.0672143821557046,15.8660541120624
"35",0.125339972380316,0.0519913963930087,0.038081519667626,0.108805512006225,23.1129874305963
"36",0.080667551676317,0.0499422697414188,0.0339880669448012,0.0846384861992873,5.19308898571151
"37",0.0795535233903924,0.0396504439104072,0.0283468773605352,0.0722752454191369,0.957585078702616
"38",0.0731708003203829,0.0418408654618577,0.0301394259456563,0.0776590392255224,0.804700265814192
"39",0.0822454847421326,0.0438670064117156,0.0344837170872998,0.110545673058965,5.70016424071418
"40",0.0748981041161917,0.049860885452216,0.0321514766129213,0.0763373366475141,12.4027574719672
"41",0.0877907969538842,0.0423637559811484,0.0303154193966118,0.0751541003284746,2.59341740088553
"42",0.0784518906282352,0.0419849684851281,0.0252593849209449,0.0427170419076277,15.0365144113721
"43",0.0923831740374454,0.045618470721629,0.030165905186377,0.0845538125156606,4.19390850363992
"44",0.0567802188419168,0.0370443684158423,0.0268265379264444,0.0830067518674268,3.20855292125281
"45",0.0756519590679297,0.0378489277507156,0.0268083057095383,0.0707947042095953,11.5595203824364
"46",0.0834235246404431,0.0421866748533665,0.0305623745686556,0.0873304932055591,1.29092767722316e-05
"47",0.083540920411332,0.0397164156487004,0.0299182829262429,0.0936970656127683,23.7311422206862
"48",0.0604251421918526,0.0403871304118741,0.0265795965291429,0.0678567604792079,1.0457898012835
"49",0.0868353315278509,0.0485080703113993,0.0331739596712106,0.0941800049586862,5.34917798574678
"50",0.0728918737284036,0.0414156330325177,0.03205493196895,0.0882389424079275,4.37174378626395
"51",0.09445492656824,0.0466899322198074,0.031886496925491,0.0886577070358308,10.247623154862
"52",0.116368818305231,0.053438672845015,0.0381889784120015,0.11785479817204,1.07224494983788
"53",0.113817637324132,0.0525411703969484,0.0340813974335295,0.0804819653175543,0.912287492355181
